userId,movieId,tagId,timestamp
62,3578,61,2018-06-04 22:47:47
62,3578,62,2018-06-04 22:48:18
62,3578,41,2018-06-04 22:48:16
62,3578,63,2018-06-04 22:47:43
62,3578,64,2018-06-04 22:47:45
62,4223,65,2018-06-03 11:21:09
62,4223,66,2018-06-03 11:20:54
62,4223,67,2018-06-03 11:21:13
62,4223,68,2018-06-03 11:20:52
62,4223,69,2018-06-03 11:21:17
62,5388,11,2018-06-29 22:20:09
62,5388,70,2018-06-29 22:22:39
62,5388,71,2018-06-29 22:22:32
62,5388,33,2018-06-29 22:20:11
62,6058,54,2018-05-05 21:17:33
62,6058,72,2018-05-05 21:17:31
62,6534,73,2018-05-05 21:01:36
62,6534,74,2018-05-05 21:01:26
62,6534,75,2018-05-05 21:01:38
62,6534,76,2018-05-05 21:01:40
62,6541,77,2018-05-05 21:00:54
62,6541,78,2018-05-05 21:00:28
62,6541,48,2018-05-05 21:00:56
62,6541,79,2018-05-05 21:00:40
62,6541,80,2018-05-05 21:00:26
62,6541,81,2018-05-05 21:00:51
62,6564,82,2018-05-05 21:07:19
62,6564,83,2018-05-05 21:07:12
62,6564,84,2018-05-05 21:07:21
62,7153,82,2018-06-04 22:49:18
62,7153,85,2018-06-04 22:49:38
62,7153,31,2018-06-04 22:49:16
62,7153,86,2018-06-04 22:49:31
62,7153,87,2018-06-04 22:49:35
62,7153,88,2018-06-04 22:49:41
62,7153,89,2018-06-04 22:49:40
62,7153,90,2018-06-04 22:49:37
62,7153,91,2018-06-04 22:49:21
62,8641,92,2018-05-13 22:05:38
62,8641,93,2018-05-13 22:05:56
62,8641,3,2018-05-13 22:05:35
62,27660,55,2018-05-05 21:08:10
62,27660,94,2018-05-05 21:08:08
62,27660,95,2018-05-05 21:08:06
62,27660,96,2018-05-05 21:08:20
62,27660,97,2018-05-05 21:08:13
62,27660,29,2018-05-05 21:08:11
62,27706,46,2018-05-13 21:56:38
62,27706,98,2018-05-13 21:56:15
62,27706,99,2018-05-13 21:56:20
62,27706,52,2018-05-13 21:55:53
62,27706,90,2018-05-13 21:56:41
62,27808,100,2018-05-05 21:15:00
62,27808,47,2018-05-05 21:15:19
62,27808,101,2018-05-05 21:15:22
62,27831,102,2018-07-27 20:28:24
62,27831,103,2018-07-27 20:29:24
62,27831,104,2018-07-27 20:28:25
62,27831,105,2018-07-27 20:29:15
62,27831,106,2018-07-27 20:29:29
62,27831,107,2018-07-27 20:29:16
62,27831,6,2018-07-27 20:29:19
62,31658,94,2018-05-09 12:30:41
62,31658,86,2018-05-09 12:30:51
62,31658,108,2018-05-09 12:30:46
62,31658,109,2018-05-09 12:30:44
62,33162,110,2018-05-05 21:10:05
62,33162,111,2018-05-05 21:09:10
62,33162,112,2018-05-05 21:09:37
62,33162,113,2018-05-05 21:08:31
62,34150,114,2018-05-05 21:02:21
62,34150,78,2018-05-05 21:00:03
62,34150,84,2018-05-05 21:02:18
62,34150,115,2018-05-05 21:02:07
62,34150,116,2018-05-05 21:02:24
62,34150,81,2018-05-05 20:59:37
62,37729,48,2018-06-29 22:15:27
62,37729,117,2018-06-29 22:15:34
62,37729,118,2018-06-29 22:15:29
62,37729,119,2018-06-29 22:15:26
62,37729,120,2018-06-29 22:15:41
62,38061,43,2018-07-27 20:29:40
62,38061,121,2018-07-27 20:30:03
62,38061,122,2018-07-27 20:30:06
62,38061,123,2018-07-27 20:30:28
62,38061,124,2018-07-27 20:30:08
62,38061,125,2018-07-27 20:30:02
62,45447,82,2018-05-06 20:04:24
62,45447,126,2018-05-06 20:04:35
62,45447,127,2018-05-06 20:04:22
62,45447,128,2018-05-06 20:04:41
62,45447,129,2018-05-06 20:04:39
62,45447,59,2018-05-06 20:04:27
62,45447,130,2018-05-06 20:04:44
62,46723,131,2018-05-05 21:03:37
62,46723,132,2018-05-05 21:03:47
62,46723,133,2018-05-05 21:03:35
62,46723,134,2018-05-05 21:04:06
62,46972,135,2018-05-05 21:04:14
62,46972,33,2018-05-05 21:04:15
62,46976,136,2018-09-13 21:38:12
62,46976,137,2018-09-13 21:37:35
62,46976,138,2018-09-13 21:37:38
62,46976,139,2018-09-13 21:37:31
62,46976,140,2018-09-13 21:37:42
62,46976,3,2018-09-13 21:37:33
62,49130,141,2018-05-17 18:39:31
62,49530,142,2018-09-13 21:38:26
62,49530,143,2018-09-13 21:38:24
62,49530,144,2018-09-13 21:38:21
62,49530,145,2018-09-13 21:38:29
62,49530,8,2018-09-13 21:38:18
62,53464,146,2018-05-05 21:13:17
62,53464,147,2018-05-05 21:13:31
62,53464,148,2018-05-05 21:13:42
62,53464,114,2018-05-05 21:13:27
62,53464,115,2018-05-05 21:13:14
62,53464,76,2018-05-05 21:13:12
62,53464,116,2018-05-05 21:13:33
62,58047,67,2018-06-13 17:02:44
62,58047,149,2018-06-13 17:02:27
62,59501,31,2018-05-06 20:11:47
62,59501,150,2018-05-06 20:11:57
62,59501,151,2018-05-06 20:11:48
62,59501,152,2018-05-06 20:13:23
62,60074,153,2018-05-05 21:01:56
62,60074,154,2018-05-05 21:02:01
62,60074,155,2018-05-05 21:01:47
62,60126,156,2018-05-22 15:50:40
62,60126,93,2018-05-22 15:50:38
62,60756,157,2018-06-13 23:59:44
62,60756,1,2018-06-13 23:59:41
62,60756,3,2018-06-13 23:59:39
62,61024,157,2018-06-13 23:56:58
62,61024,158,2018-06-13 23:56:54
62,61024,159,2018-06-13 23:56:56
62,61024,160,2018-06-13 23:56:59
62,63992,161,2018-06-13 23:57:17
62,63992,162,2018-06-13 23:57:21
62,63992,163,2018-06-13 23:57:27
62,63992,164,2018-06-13 23:57:20
62,63992,165,2018-06-13 23:57:13
62,68848,166,2018-05-25 18:51:45
62,68848,167,2018-05-25 18:52:00
62,68848,1,2018-05-25 18:52:02
62,68848,168,2018-05-25 18:52:04
62,68848,169,2018-05-25 18:51:56
62,68848,67,2018-05-25 18:51:51
62,71535,170,2018-06-23 18:06:38
62,71535,46,2018-06-23 18:06:29
62,71535,171,2018-06-23 18:06:32
62,71535,1,2018-06-23 18:06:34
62,71535,172,2018-06-23 18:06:26
62,71535,173,2018-06-23 18:05:29
62,87430,161,2018-05-05 21:19:32
62,87430,174,2018-05-05 21:19:28
62,87430,175,2018-05-05 21:19:30
62,87430,78,2018-05-05 21:19:24
62,87430,176,2018-05-05 21:19:36
62,87430,177,2018-05-05 21:19:44
62,87430,149,2018-05-05 21:19:22
62,87430,178,2018-05-05 21:19:42
62,87430,81,2018-05-05 21:19:41
62,88405,157,2018-05-05 21:14:39
62,88405,1,2018-05-05 21:14:28
62,88405,179,2018-05-05 21:14:32
62,88405,180,2018-05-05 21:14:40
62,88405,181,2018-05-05 21:14:33
62,88405,182,2018-05-05 21:14:21
62,88405,183,2018-05-05 21:14:26
62,88405,139,2018-05-05 21:14:43
62,88405,184,2018-05-05 21:14:24
62,96861,185,2018-06-21 20:01:02
62,96861,112,2018-06-21 20:00:50
62,96861,186,2018-06-21 20:01:06
62,96861,187,2018-06-21 20:00:56
62,96861,188,2018-06-21 20:01:09
62,99114,189,2018-05-11 22:46:32
62,99114,190,2018-05-11 22:46:06
62,99114,1,2018-05-11 22:46:18
62,99114,191,2018-05-11 22:46:25
62,99114,192,2018-05-11 22:46:08
62,99114,193,2018-05-11 22:46:27
62,99114,8,2018-05-11 22:46:02
62,99114,194,2018-05-11 22:46:00
62,99114,195,2018-05-11 22:46:03
62,99114,196,2018-05-11 22:46:21
62,99114,197,2018-05-11 22:46:13
62,103042,198,2018-05-05 21:22:08
62,103042,81,2018-05-05 21:21:59
62,104863,199,2018-06-12 22:52:48
62,104863,200,2018-06-12 22:52:45
62,107348,157,2018-06-14 00:10:11
62,107348,93,2018-06-14 00:10:00
62,107348,201,2018-06-14 00:10:13
62,107348,3,2018-06-14 00:10:02
62,108190,202,2018-05-05 21:14:01
62,108190,203,2018-05-05 21:13:55
62,108190,204,2018-05-05 21:13:50
62,108190,205,2018-05-05 21:13:52
62,108190,206,2018-05-05 21:14:05
62,108190,186,2018-05-05 21:14:07
62,108190,207,2018-05-05 21:13:59
62,108190,208,2018-05-05 21:14:03
62,111743,154,2018-07-01 18:57:00
62,111743,112,2018-07-01 18:57:14
62,111743,209,2018-07-01 18:56:59
62,111743,125,2018-07-01 18:56:57
62,114180,189,2018-05-05 21:07:40
62,114180,204,2018-05-05 21:07:30
62,114180,206,2018-05-05 21:07:34
62,114180,210,2018-05-05 21:07:38
62,114180,211,2018-05-05 21:07:36
62,114180,212,2018-05-05 21:07:51
62,114180,213,2018-05-05 21:07:53
62,114180,214,2018-05-05 21:07:43
62,115149,215,2018-06-04 22:44:11
62,115149,216,2018-06-04 22:44:17
62,115149,217,2018-06-04 22:44:04
62,115149,41,2018-06-04 22:44:01
62,115149,218,2018-06-04 22:44:18
62,115149,107,2018-06-04 22:44:07
62,116897,43,2018-06-04 22:54:09
62,116897,46,2018-06-04 22:54:19
62,116897,219,2018-06-04 22:54:07
62,116897,220,2018-06-04 22:54:14
62,116897,221,2018-06-04 22:54:22
62,116897,222,2018-06-04 22:54:12
62,119141,223,2018-05-05 21:19:06
62,119141,157,2018-05-05 21:18:58
62,119141,1,2018-05-05 21:18:49
62,119141,158,2018-05-05 21:18:52
62,119141,159,2018-05-05 21:18:47
62,122912,78,2018-05-11 08:57:03
62,122912,224,2018-05-11 08:56:41
62,122912,225,2018-05-11 08:57:05
62,122912,226,2018-05-11 08:56:55
62,122912,76,2018-05-11 08:56:37
62,122912,227,2018-05-11 08:56:23
62,122912,124,2018-05-11 08:56:31
62,122912,228,2018-05-11 08:56:25
62,122912,229,2018-05-11 08:56:50
62,122912,230,2018-05-11 08:56:34
62,128360,231,2018-05-11 22:48:30
62,128360,232,2018-05-11 22:48:22
62,128360,233,2018-05-11 22:48:21
62,128360,234,2018-05-11 22:48:06
62,128360,194,2018-05-11 22:47:57
62,128360,195,2018-05-11 22:48:03
62,128360,235,2018-05-11 22:48:00
62,128360,72,2018-05-11 22:48:32
62,128360,197,2018-05-11 22:48:19
62,135133,204,2018-05-06 20:11:20
62,135133,236,2018-05-06 20:11:24
62,135133,237,2018-05-06 20:11:27
62,135133,238,2018-05-06 20:11:28
62,135133,239,2018-05-06 20:11:39
62,135133,240,2018-05-06 20:11:23
62,135133,241,2018-05-06 20:11:21
62,135518,242,2018-07-01 18:56:05
62,135518,243,2018-07-01 18:55:46
62,135518,244,2018-07-01 18:55:43
62,135518,149,2018-07-01 18:55:52
62,135536,245,2018-05-05 21:18:10
62,135536,203,2018-05-05 21:18:04
62,135536,246,2018-05-05 21:17:57
62,135536,247,2018-05-05 21:18:26
62,135536,78,2018-05-05 21:18:12
62,135536,177,2018-05-05 21:18:00
62,135536,191,2018-05-05 21:18:09
62,135536,248,2018-05-05 21:17:59
62,135536,249,2018-05-05 21:18:14
62,135536,250,2018-05-05 21:18:19
62,135536,251,2018-05-05 21:17:52
62,135536,252,2018-05-05 21:17:54
62,135536,253,2018-05-05 21:17:49
62,135536,254,2018-05-05 21:17:53
62,135536,255,2018-05-05 21:18:07
62,135536,256,2018-05-05 21:18:03
62,135536,81,2018-05-05 21:18:23
62,135536,120,2018-05-05 21:18:29
62,135536,155,2018-05-05 21:17:56
62,136864,189,2018-05-05 21:20:42
62,136864,246,2018-05-05 21:20:11
62,136864,247,2018-05-05 21:20:23
62,136864,96,2018-05-05 21:20:27
62,136864,177,2018-05-05 21:20:25
62,136864,257,2018-05-05 21:20:40
62,136864,81,2018-05-05 21:20:43
62,136864,258,2018-05-05 21:20:13
62,136864,259,2018-05-05 21:20:33
62,139385,260,2018-05-11 22:50:25
62,139385,211,2018-05-11 22:50:19
62,139385,6,2018-05-11 22:50:29
62,139385,120,2018-05-11 22:50:38
62,158966,261,2018-05-11 22:05:53
62,158966,262,2018-05-11 22:05:41
62,158966,263,2018-05-11 22:05:39
62,158966,264,2018-05-11 22:05:50
62,158966,265,2018-05-11 22:05:44
62,158966,266,2018-05-11 22:05:42
62,168248,189,2018-06-04 22:44:55
62,168248,215,2018-06-04 22:44:51
62,168248,267,2018-06-04 22:44:47
62,168248,268,2018-06-04 22:44:53
62,168248,217,2018-06-04 22:44:44
62,168248,106,2018-06-04 22:44:49
62,168248,218,2018-06-04 22:44:42
62,174053,204,2018-05-06 20:09:01
62,174053,269,2018-05-06 20:09:03
62,174053,270,2018-05-06 20:09:06
62,174053,271,2018-05-06 20:09:44
62,174053,272,2018-05-06 20:09:04
62,179401,189,2018-06-14 00:02:18
62,179401,157,2018-06-14 00:02:14
62,179401,273,2018-06-14 00:02:20
62,179401,1,2018-06-14 00:02:16
62,183611,157,2018-05-13 20:51:29
62,183611,1,2018-05-13 20:51:28
62,183611,274,2018-05-13 20:51:49
62,184471,82,2018-06-03 11:21:40
62,184471,275,2018-06-03 11:21:54
62,184471,276,2018-06-03 11:21:38
62,187593,277,2018-05-25 18:48:16
62,187593,149,2018-05-25 18:48:12
62,187593,278,2018-05-25 18:48:10
62,187595,279,2018-06-14 00:02:40
62,187595,280,2018-06-14 00:02:32
63,260,50,2015-09-25 16:48:18
63,260,281,2015-09-25 16:48:30
76,260,189,2015-08-10 00:13:14
76,260,29,2015-08-10 00:13:08
103,260,35,2015-05-18 13:05:12
103,260,87,2015-05-18 13:05:37
103,296,123,2015-05-18 13:09:15
103,296,87,2015-05-18 13:09:15
103,296,282,2015-05-18 13:09:15
106,4896,283,2016-07-03 17:29:04
106,106489,82,2016-07-03 17:29:39
112,260,284,2015-09-18 00:21:22
112,260,285,2015-09-18 00:21:13
112,260,35,2015-09-18 00:21:06
119,260,50,2015-07-03 16:55:30
119,260,286,2015-07-03 16:55:20
119,101142,55,2015-07-10 21:17:47
119,101142,1,2015-07-10 21:17:47
119,101142,287,2015-07-10 21:17:47
119,115149,189,2015-07-24 18:39:03
119,115149,288,2015-07-24 18:39:03
119,115149,289,2015-07-24 18:39:03
119,115617,55,2015-07-03 17:34:50
119,115617,290,2015-07-03 17:34:50
119,115617,291,2015-07-03 17:34:50
119,120635,189,2015-08-01 14:28:26
119,120635,292,2015-08-01 14:28:26
119,120635,293,2015-08-01 14:28:26
125,1726,294,2016-09-21 18:41:57
125,1726,295,2016-09-21 18:42:00
125,2387,46,2016-09-20 14:37:05
125,2387,219,2016-09-20 14:37:03
125,3052,296,2016-09-23 00:54:32
125,3052,297,2016-09-23 00:53:24
125,3052,298,2016-09-23 00:53:20
125,3052,299,2016-09-23 00:53:17
125,5088,296,2016-09-23 00:56:47
125,7022,300,2016-09-20 14:29:09
125,7022,27,2016-09-20 14:29:15
125,7022,301,2016-09-20 14:26:52
125,7022,302,2016-09-20 14:30:12
125,7022,204,2016-09-20 14:29:39
125,7022,303,2016-09-20 14:29:46
125,7022,299,2016-09-20 14:28:59
125,7022,134,2016-09-20 14:29:48
125,7022,211,2016-09-20 14:26:49
125,7022,304,2016-09-20 14:29:05
125,7254,305,2016-09-20 14:24:01
125,7254,29,2016-09-20 14:24:08
125,7254,306,2016-09-20 14:24:15
125,7254,307,2016-09-20 14:23:59
125,8957,301,2016-09-20 14:33:21
125,8957,121,2016-09-20 14:33:39
125,8957,308,2016-09-20 14:33:35
125,8957,309,2016-09-20 14:33:07
125,8957,310,2016-09-20 14:33:02
125,8957,311,2016-09-20 14:32:53
125,8957,312,2016-09-20 14:33:14
125,9010,313,2016-09-20 14:25:29
125,42632,314,2016-09-20 14:24:52
125,58301,219,2016-09-20 14:26:01
125,60950,315,2016-09-23 00:50:17
125,62434,159,2016-09-23 01:01:16
125,62434,316,2016-09-23 01:01:13
125,67695,159,2016-09-20 14:35:23
125,100083,317,2016-09-20 13:11:15
125,100083,318,2016-09-20 13:11:00
125,100083,319,2016-09-20 13:10:35
125,100083,278,2016-09-20 13:10:15
125,100083,299,2016-09-20 14:31:41
125,156371,320,2016-09-21 14:55:00
125,158872,321,2016-09-20 14:33:55
125,158872,310,2016-09-20 14:34:47
125,158872,278,2016-09-20 14:34:13
125,158872,299,2016-09-20 14:34:07
125,158872,322,2016-09-20 14:35:00
132,3556,323,2006-11-10 08:40:16
132,6323,324,2006-10-25 18:14:01
132,6367,325,2006-10-25 18:11:25
132,6367,326,2006-10-25 18:12:31
138,59103,327,2008-09-29 08:19:54
138,59103,328,2008-09-29 08:20:05
161,52287,329,2007-04-13 21:14:21
166,293,330,2007-09-02 23:08:04
166,293,331,2007-09-02 23:08:07
166,54286,330,2007-09-02 23:08:39
166,54286,332,2007-09-02 23:08:37
166,54286,333,2007-09-02 23:08:35
166,54286,334,2007-09-02 23:08:44
167,104,335,2006-08-04 19:14:32
177,115617,336,2015-06-28 20:37:56
177,115617,337,2015-06-28 20:37:56
177,115617,338,2015-06-28 20:37:56
184,2579,339,2018-09-16 10:38:27
184,2579,340,2018-09-16 10:38:46
184,2579,341,2018-09-16 10:38:43
184,2579,310,2018-09-16 10:39:35
184,2579,342,2018-09-16 10:38:38
184,2579,16,2018-09-16 10:38:29
184,3793,189,2018-09-16 10:39:41
184,3793,78,2018-09-16 10:39:19
184,3793,343,2018-09-16 10:39:30
184,3793,76,2018-09-16 10:39:26
184,3793,81,2018-09-16 10:39:14
184,4226,96,2018-09-16 10:40:53
184,4226,310,2018-09-16 10:41:04
184,4226,344,2018-09-16 10:40:45
184,4226,345,2018-09-16 10:40:48
184,4226,16,2018-09-16 10:40:47
184,4896,346,2018-09-16 10:42:56
184,4896,347,2018-09-16 10:42:24
184,4896,348,2018-09-16 10:42:30
184,4896,349,2018-09-16 10:42:10
184,5388,70,2018-09-16 10:44:40
184,5388,350,2018-09-16 10:44:48
184,5388,351,2018-09-16 10:44:45
184,6283,352,2018-09-16 10:41:46
184,6283,94,2018-09-16 10:41:27
184,6283,29,2018-09-16 10:41:43
184,27156,94,2018-09-16 10:37:41
184,27156,353,2018-09-16 10:37:49
184,27156,35,2018-09-16 10:37:50
184,27156,354,2018-09-16 10:37:58
184,27156,345,2018-09-16 10:37:43
184,193565,94,2018-09-16 11:49:42
184,193565,157,2018-09-16 11:49:47
184,193565,355,2018-09-16 11:50:03
184,193565,356,2018-09-16 11:49:52
193,260,284,2015-07-02 17:09:00
193,260,281,2015-07-02 17:09:15
193,260,357,2015-07-02 17:09:10
193,4878,70,2015-07-02 17:12:30
193,4878,358,2015-07-02 17:12:11
193,4878,359,2015-07-02 17:12:19
193,4878,360,2015-07-02 17:12:24
193,4878,361,2015-07-02 17:12:27
193,4878,140,2015-07-02 17:12:08
193,4878,307,2015-07-02 17:12:15
193,7147,359,2015-07-02 17:10:17
193,7147,362,2015-07-02 17:10:38
193,7147,140,2015-07-02 17:10:20
193,7147,119,2015-07-02 17:10:24
193,7361,305,2015-07-02 17:12:48
193,7361,363,2015-07-02 17:12:51
193,7361,351,2015-07-02 17:12:43
193,97938,364,2015-07-02 17:11:41
193,97938,365,2015-07-02 17:11:32
193,97938,140,2015-07-02 17:11:16
205,260,366,2018-03-01 10:11:41
205,260,29,2018-03-01 10:11:18
205,260,280,2018-03-01 10:11:48
226,6938,367,2006-10-12 19:29:22
226,6938,368,2006-10-12 19:29:22
226,48780,369,2006-10-23 14:57:15
256,126548,1,2015-11-14 20:23:12
256,126548,370,2015-11-14 20:22:55
274,68319,78,2009-05-08 06:02:57
288,7020,371,2006-06-22 14:54:37
289,3,372,2006-03-27 02:01:00
289,3,373,2006-03-27 02:01:00
289,527,374,2006-03-27 02:01:35
289,1101,186,2006-03-27 02:00:46
291,50872,375,2016-01-17 17:25:51
291,50872,37,2016-01-17 17:25:59
291,102007,55,2016-01-18 16:37:27
291,118696,376,2016-01-18 16:37:59
300,6711,70,2015-03-03 03:12:23
305,4034,7,2016-05-10 22:35:21
305,4995,377,2016-05-28 09:46:23
305,6502,378,2018-05-02 15:19:19
305,6953,379,2016-05-04 21:40:32
305,8641,380,2018-03-10 18:37:58
305,34405,186,2018-03-05 21:22:01
305,55721,381,2016-05-10 22:36:17
305,83134,43,2018-02-16 20:04:37
318,778,300,2010-02-17 12:11:50
318,778,46,2010-02-17 12:11:47
318,778,382,2010-02-17 12:11:43
318,4612,383,2014-11-15 21:21:52
318,4708,383,2014-11-15 21:21:30
318,6400,384,2011-09-06 18:18:56
318,30892,55,2009-04-19 16:29:50
318,30892,384,2009-04-19 16:29:11
318,30892,385,2009-04-19 16:29:20
318,48698,386,2010-06-08 14:09:49
318,64034,387,2009-05-12 20:33:24
318,64034,388,2009-05-12 20:33:47
318,68954,82,2010-02-17 12:10:34
318,68954,389,2010-02-17 12:10:41
318,68954,390,2010-02-17 12:10:38
318,68954,391,2010-02-17 12:10:43
318,68954,392,2010-02-17 12:10:45
318,68954,393,2010-02-17 12:10:56
318,68954,73,2010-02-17 12:10:58
318,68954,394,2010-02-17 12:11:02
318,68954,58,2010-02-17 12:11:15
318,71494,395,2015-03-19 16:49:01
318,81158,396,2011-03-06 23:09:14
318,82459,70,2011-03-18 21:57:43
318,82459,397,2011-03-18 21:57:57
318,82459,398,2011-03-18 21:57:59
318,82459,399,2011-03-18 21:58:00
318,82459,186,2011-03-18 21:56:45
318,90769,400,2015-01-29 09:38:40
318,90769,401,2015-01-29 09:38:40
318,90769,402,2015-01-29 09:38:40
318,96084,403,2015-01-13 10:42:15
318,96084,404,2015-01-13 10:42:15
318,96084,405,2015-01-13 10:42:15
318,111364,406,2014-10-30 18:31:58
318,118784,384,2015-01-04 19:49:52
318,118784,407,2015-01-04 19:49:52
318,118784,408,2015-01-04 19:49:52
318,127172,409,2015-02-06 11:36:05
318,127172,410,2015-02-06 11:36:05
318,127172,411,2015-02-06 11:36:05
319,364,56,2016-04-22 19:04:58
319,364,412,2016-04-22 19:05:08
319,364,413,2016-04-22 19:05:19
327,1288,21,2009-02-16 13:14:28
327,1923,135,2009-02-16 13:09:15
327,2616,78,2009-02-16 12:58:18
327,3481,21,2009-02-16 12:44:17
327,3897,21,2009-02-16 12:56:19
327,8641,414,2009-02-16 12:59:37
327,51255,415,2009-02-16 12:58:35
336,1,58,2006-02-04 09:36:04
336,153,81,2006-02-04 09:37:20
336,552,416,2006-02-04 09:37:05
336,1246,417,2006-02-04 09:52:48
336,32587,418,2006-02-04 09:52:28
336,33660,419,2006-02-04 09:43:23
336,34162,420,2006-02-04 09:53:31
336,36529,421,2006-02-04 09:44:49
336,37729,55,2006-02-04 10:01:34
336,38798,422,2006-02-04 10:01:02
341,260,423,2015-08-16 18:49:16
341,260,178,2015-08-16 18:49:21
356,2146,424,2008-12-13 04:36:35
356,37384,425,2008-12-13 04:27:38
356,40955,426,2008-12-13 03:58:09
356,44889,299,2008-12-13 04:01:03
356,61323,46,2008-11-30 19:31:21
357,39,163,2012-09-26 02:51:07
357,39,1,2012-09-26 02:51:09
357,39,427,2012-09-26 02:51:11
357,39,428,2012-09-26 02:51:13
357,39,429,2012-09-26 02:51:18
357,1059,430,2012-09-26 02:40:35
357,1059,8,2012-09-26 02:40:33
357,1059,431,2012-09-26 02:41:04
357,1059,432,2012-09-26 02:40:43
357,2762,70,2012-09-26 02:35:02
357,2762,433,2012-09-26 02:35:19
357,2762,434,2012-09-26 02:35:04
357,2762,62,2012-09-26 02:35:08
357,2762,310,2012-09-26 02:35:10
357,2762,90,2012-09-26 02:35:15
357,2762,16,2012-09-26 02:35:13
357,4370,435,2012-09-26 03:04:02
357,4370,436,2012-09-26 03:03:58
357,4370,437,2012-09-26 03:03:48
357,4370,438,2012-09-26 03:03:55
357,5464,364,2012-09-26 02:39:34
357,5464,59,2012-09-26 02:39:39
357,7078,439,2012-09-26 03:01:45
357,7078,440,2012-09-26 03:01:42
357,7444,169,2012-09-26 02:52:40
357,7451,121,2012-09-26 02:51:47
357,7451,370,2012-09-26 02:51:42
357,7451,441,2012-09-26 02:51:49
357,48516,8,2012-09-26 02:39:09
357,48516,312,2012-09-26 02:39:12
357,48516,16,2012-09-26 02:39:14
357,48516,442,2012-09-26 02:39:16
357,54997,443,2012-09-26 02:39:55
357,55290,444,2012-09-26 02:38:36
357,55290,192,2012-09-26 02:38:47
357,55290,445,2012-09-26 02:38:51
357,91500,446,2012-09-26 02:35:41
357,91529,156,2012-09-26 02:32:38
357,91529,443,2012-09-26 02:32:35
357,91529,340,2012-09-26 02:32:40
357,91529,78,2012-09-26 02:32:55
357,91529,309,2012-09-26 02:32:59
357,91529,447,2012-09-26 02:32:46
357,91529,448,2012-09-26 02:33:06
357,91529,81,2012-09-26 02:33:10
419,98961,449,2013-03-09 22:15:27
419,98961,450,2013-03-09 22:14:50
419,98961,451,2013-03-09 22:15:08
419,98961,452,2013-03-09 22:15:15
419,98961,453,2013-03-09 22:15:03
424,32,307,2016-03-13 20:44:32
424,47,128,2016-03-13 04:14:30
424,47,16,2016-03-13 04:14:18
424,50,310,2016-03-13 04:12:08
424,50,312,2016-03-13 04:11:55
